,country,article_name,revision_id,article_quality_est,population
65,Czech Republic,Kamil Kalina,753045804.0,Stub,
66,Czech Republic,Richard Sacher,755428089.0,Stub,
67,Czech Republic,Václav Fischer,756317863.0,Start,
68,Czech Republic,Božena Viková-Kunětická,757336278.0,Stub,
69,Czech Republic,Mikuláš of Hus,758942647.0,Stub,
70,Czech Republic,Gertruda Sekaninová-Čakrtová,759446334.0,GA,
71,Czech Republic,Petr Mlsna,765838180.0,Stub,
72,Czech Republic,Antonín Cyril Stojan,768047769.0,C,
73,Czech Republic,František Kubka,768676716.0,Stub,
74,Czech Republic,Josef Pfitzner,773853256.0,Start,
75,Czech Republic,Vladimír Franz,774595725.0,C,
76,Czech Republic,Jan Stocklassa,776095794.0,Stub,
77,Czech Republic,Jaroslav Krejčí,776197284.0,Start,
78,Czech Republic,Libuše Benešová,776338134.0,Stub,
79,Czech Republic,Daniela Filipiová,776338195.0,Start,
80,Czech Republic,Moses Porges von Portheim,776487173.0,Start,
81,Czech Republic,Jan Kasl,776508129.0,Start,
82,Czech Republic,Jiří Kittner,776509425.0,Stub,
83,Czech Republic,Miloslav Vlček,776513404.0,Stub,
84,Czech Republic,Ivo Svoboda (politician),776513552.0,Start,
85,Czech Republic,Hana Orgoníková,776513802.0,Stub,
86,Czech Republic,Pavel Dostál,776514175.0,Start,
87,Czech Republic,Jiří Lobkowicz,776751749.0,Stub,
88,Czech Republic,Bohuslav Kokotek,777876483.0,Stub,
89,Czech Republic,Alena Hanáková,778095433.0,Stub,
90,Czech Republic,Irena Kočí,779417455.0,Stub,
91,Czech Republic,Martin Netolický,779417738.0,Stub,
92,Czech Republic,David Rath,779418369.0,Start,
93,Czech Republic,Eva Nováková,779498276.0,Stub,
94,Czech Republic,Vojtěch Adam,779500408.0,Stub,
95,Czech Republic,Vlastimil Balín,779500749.0,Stub,
96,Czech Republic,Jiří Dolejš,779500957.0,Stub,
97,Czech Republic,Zuzka Bebarová-Rujbrová,779501010.0,Stub,
98,Czech Republic,Marie Stiborová,779501096.0,Start,
99,Czech Republic,Jiří Svoboda (politician),779501161.0,Stub,
100,Czech Republic,Miloslava Vostrá,779501194.0,Stub,
101,Czech Republic,Jiří Čeřovský,779501654.0,Stub,
102,Czech Republic,Jan Korger,779501783.0,Stub,
103,Czech Republic,Kateřina Jacques,779581127.0,C,
104,Czech Republic,Tomáš Chalupa,779839245.0,Stub,
105,Czech Republic,Pavel Blažek,779839319.0,Stub,
106,Czech Republic,Aleš Řebíček,779839400.0,Stub,
107,Czech Republic,Ivan Langer,779839455.0,Start,
108,Czech Republic,Jan Stráský,779839492.0,Start,
109,Czech Republic,Jan Chvojka,779842639.0,Stub,
110,Czech Republic,Marie Benešová,779847262.0,Stub,
111,Czech Republic,Juraj Chmiel,779847492.0,Stub,
112,Czech Republic,Daniela Kovářová,779847531.0,Stub,
113,Czech Republic,Rostislav Vondruška,779847687.0,Stub,
114,Czech Republic,Martin Štěpánek (actor),779847799.0,Start,
115,Czech Republic,Helena Třeštíková,779847837.0,Stub,
116,Czech Republic,Milena Vicenová,779847883.0,Stub,
117,Czech Republic,Jaroslav Bašta,779848743.0,Stub,
118,Czech Republic,Josef Lux,779849059.0,Stub,
119,Czech Republic,Miroslav Macek,779849258.0,Stub,
120,Czech Republic,Ladislav Miko,779849694.0,Stub,
121,Czech Republic,Džamila Stehlíková,779849767.0,Stub,
122,Czech Republic,Jozef Moravčík,780051829.0,Stub,
123,Czech Republic,Milan Uhde,780321961.0,Stub,
124,Czech Republic,František Pitra,780534080.0,Stub,
125,Czech Republic,Oldřich Černík,780534267.0,Stub,
126,Czech Republic,Otakar Motejl,780868492.0,Start,
127,Czech Republic,Ludwig Czech,780887131.0,Stub,
128,Czech Republic,Rudolf Beran,780921783.0,Start,
129,Czech Republic,Victor Adler,782058966.0,Start,
130,Czech Republic,Emil Beier,782384016.0,Stub,
131,Czech Republic,Bruno Kafka,783065752.0,Stub,
132,Czech Republic,Lucie Talmanová,783711789.0,Start,
133,Czech Republic,Martin Mejstřík,783737915.0,Stub,
134,Czech Republic,Vlastimil Tusar,784145485.0,Start,
135,Czech Republic,Petr Bendl,784826685.0,Start,
136,Czech Republic,Petr Gandalovič,784826720.0,Start,
137,Czech Republic,Tomáš Vandas,784968648.0,Start,
138,Czech Republic,Robert Mayr-Harting,785085345.0,Stub,
139,Czech Republic,Karel Havlíček Borovský,785407597.0,C,
140,Czech Republic,Jan Černý,786162238.0,Start,
141,Czech Republic,Josef Frank (politician),786399604.0,Stub,
142,Czech Republic,Philip Kinsky of Wchinitz and Tettau,786612217.0,Start,
143,Czech Republic,Luboš Dobrovský,787952395.0,Stub,
144,Czech Republic,Bedřich Moldan,787952868.0,Stub,
145,Czech Republic,Martin Palouš,788015952.0,Start,
146,Czech Republic,Hermann Zwierzina,788121309.0,Stub,
147,Czech Republic,Eduard Zeman,788178766.0,Stub,
148,Czech Republic,Richard Bienert,788410657.0,Start,
149,Czech Republic,Václav Hampl,789102318.0,Start,
150,Czech Republic,Miroslav Grebeníček,789546047.0,Stub,
151,Czech Republic,Vlasta Štěpová,789546066.0,Stub,
152,Czech Republic,Egon Lánský,789546079.0,Start,
153,Czech Republic,Antonín Prachař,789546102.0,Stub,
154,Czech Republic,Milan Horálek,789546147.0,Stub,
155,Czech Republic,Antonín Novotný,790372008.0,C,
156,Czech Republic,Zuzana Brzobohatá,790608148.0,Stub,
157,Czech Republic,Alena Palečková,790608180.0,Stub,
158,Czech Republic,Zuzana Roithová,790608186.0,Start,
159,Czech Republic,"List of MPs elected in the Czech legislative election, 2017",790838510.0,Stub,
160,Czech Republic,Martin Jahn,791374581.0,Start,
161,Czech Republic,Pavel Rychetský,792417439.0,Stub,
162,Czech Republic,Gustáv Slamečka,792476721.0,Start,
163,Czech Republic,Edvard Kožušník,793087579.0,Stub,
164,Czech Republic,Jan Masaryk,793642926.0,C,
165,Czech Republic,Jan Koukal,794146543.0,Stub,
166,Czech Republic,Pavel Bém,794995687.0,Start,
167,Czech Republic,"List of MPs elected in the Czech legislative election, 2013",795098385.0,C,
168,Czech Republic,Vít Bárta,795377941.0,Stub,
169,Czech Republic,Karl Kautsky,795807571.0,C,
170,Czech Republic,Karl von Czyhlarz,795809115.0,Stub,
171,Czech Republic,Václav Fresl,796253432.0,Stub,
172,Czech Republic,Josef Václav Frič,796403608.0,Start,
173,Czech Republic,Tomáš Zdechovský,796749458.0,C,
174,Czech Republic,Andrea Češková,796751775.0,Stub,
175,Czech Republic,Dana Kuchtová,796752629.0,Stub,
176,Czech Republic,Rudolf Margolius,796825099.0,C,
177,Czech Republic,František Ladislav Rieger,797539957.0,C,
178,Czech Republic,Petr Mach,797842545.0,Start,
179,Czech Republic,Jaroslava Moserová,798490261.0,Start,
180,Czech Republic,Vávra Suk,798648973.0,Stub,
181,Czech Republic,Vojtěch Náprstek,798686948.0,C,
182,Czech Republic,Lubomír Štrougal,798705619.0,Start,
183,Czech Republic,Jan Krejčí,798796793.0,B,
184,Czech Republic,Radek John,798944631.0,Stub,
185,Czech Republic,Jan Jesenius,799301686.0,C,
186,Czech Republic,Josef Ježek,800555146.0,Start,
187,Czech Republic,Jana Bobošíková,800754664.0,Start,
188,Czech Republic,Franz Anton von Kolowrat-Liebsteinsky,800883412.0,Start,
189,Czech Republic,Viktor Dyk,800925236.0,C,
190,Czech Republic,Alois Jirásek,800925518.0,C,
191,Czech Republic,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",801939668.0,Start,
192,Czech Republic,Adriana Krnáčová,801972898.0,Start,
193,Czech Republic,Ondřej Liška,802013967.0,Stub,
194,Czech Republic,Marcel Chládek,802054500.0,Stub,
195,Czech Republic,Miroslava Kopicová,802055280.0,Stub,
196,Czech Republic,Milan Chovanec,802060218.0,Stub,
197,Czech Republic,František Bublan,802060471.0,Stub,
198,Czech Republic,Jiří Dienstbier Jr.,802069244.0,C,
199,Czech Republic,Táňa Fischerová,802360196.0,C,
200,Czech Republic,Václav Jehlička,802365998.0,Stub,
201,Czech Republic,Viliam Široký,802416926.0,Stub,
202,Czech Republic,Miroslav Lidinský,802531379.0,Start,
203,Czech Republic,Petr Cibulka,802834939.0,Start,
204,Czech Republic,Anna Šabatová,802875800.0,Stub,
205,Czech Republic,Adolph Aloys von Braun,803332354.0,C,
206,Czech Republic,Dana Bérová,803438779.0,Stub,
207,Czech Republic,František Palacký,803658529.0,C,
208,Czech Republic,Miroslav Kostelka,803709959.0,Stub,
209,Czech Republic,Martin Barták,803793256.0,Stub,
210,Czech Republic,Karolína Peake,803794383.0,Start,
211,Czech Republic,Petr Ježek,803983301.0,Start,
212,Czech Republic,František Udržal,804093764.0,Stub,
213,Czech Republic,Václav Havel,804569724.0,C,
214,Czech Republic,Pavel Fischer,804582256.0,Stub,
215,Czech Republic,Eva Tylová,804591494.0,Stub,
216,Czech Republic,Dana Jurásková,804715205.0,Stub,
217,Czech Republic,Svatopluk Němeček,804715467.0,Stub,
218,Czech Republic,Richard Brabec,804820949.0,Stub,
219,Czech Republic,Jan Fischer (politician),804868436.0,C,
220,Czech Republic,Martin Pecina,804869147.0,Stub,
221,Czech Republic,Vlasta Parkanová,804871394.0,Stub,
222,Czech Republic,Martin Bursík,804879673.0,Start,
223,Czech Republic,Lubomír Zaorálek,805037426.0,Start,
224,Czech Republic,Radola Gajda,805084705.0,C,
225,Czech Republic,Karel Schwarzenberg,805176779.0,C,
226,Czech Republic,Vlasta Svobodová,805179298.0,Stub,
227,Czech Republic,Ondřej Přikryl,805352758.0,Start,
228,Czech Republic,Milada Horáková,805439919.0,C,
229,Czech Republic,Martin Holcát,805824502.0,Stub,
230,Czech Republic,Alena Dernerová,805946007.0,Stub,
231,Czech Republic,Marian Jurečka,806049453.0,Stub,
232,Czech Republic,Pavel Bělobrádek,806085100.0,Stub,
233,Czech Republic,Dan Ťok,806231200.0,Stub,
234,Czech Republic,Jiří Dienstbier,806490518.0,Stub,
235,Czech Republic,Rudolf Slánský,806504904.0,C,
236,Czech Republic,Alexandr Vondra,806537585.0,C,
237,Czech Republic,Jaroslav Šedivý,806538241.0,Stub,
238,Czech Republic,Cyril Svoboda,806538320.0,C,
239,Czech Republic,Jan Kohout,806539480.0,Stub,
240,Czech Republic,Miloš Vystrčil,806558617.0,Stub,
241,Czech Republic,Alois Eliáš,806566913.0,C,
242,Czech Republic,Jan Skopeček (politician),806569308.0,Stub,
243,Czech Republic,Miloslav Ludvík,806586185.0,Stub,
244,Czech Republic,Martin Kupka,806636602.0,Stub,
245,Czech Republic,Matěj Stropnický,806650264.0,Stub,
246,Czech Republic,Petr Šimerka,806669645.0,Stub,
247,Czech Republic,Jaromír Drábek,806669709.0,Stub,
248,Czech Republic,Ludmila Müllerová,806669752.0,Stub,
249,Czech Republic,Jan Veleba (politician),806672899.0,Stub,
250,Czech Republic,František Ringo Čech,806673245.0,Stub,
251,Czech Republic,Michaela Marksová,806673585.0,Stub,
252,Czech Republic,Robert Pelikán,806708361.0,Stub,
253,Czech Republic,Karla Šlechtová,806708532.0,Stub,
254,Czech Republic,Stanislav Gross,806720477.0,C,
255,Czech Republic,Martin Stropnický,806729653.0,Stub,
256,Czech Republic,Leoš Heger,806751902.0,Stub,
257,Czech Republic,Bohuslav Svoboda,806850638.0,Stub,
258,Czech Republic,Miroslava Němcová,806876791.0,Stub,
259,Czech Republic,Zbyněk Stanjura,806900987.0,Stub,
260,Czech Republic,Drahomíra Miklošová,806988445.0,Stub,
261,Czech Republic,Václav Klaus Jr.,806991412.0,C,
262,Czech Republic,Dominik Feri,807058182.0,Start,
263,Czech Republic,Alexandra Udženija,807102237.0,Stub,
264,Czech Republic,Ivan Pilný,807333095.0,Stub,
265,Czech Republic,Marta Semelová,807334610.0,Stub,
266,Czech Republic,Daniel Herman,807334657.0,Start,
267,Czech Republic,Jan Hamáček,807353609.0,Stub,
268,Czech Republic,Michal Horáček,807358143.0,C,
269,Czech Republic,Václav Klaus,807382193.0,C,
270,Czech Republic,Martin Kuba,807394304.0,Stub,
271,Czech Republic,Martin Říman,807394725.0,Stub,
272,Czech Republic,Kateřina Valachová,807399097.0,Stub,
273,Czech Republic,Vladimír Tošovský,807415625.0,Stub,
274,Czech Republic,Pavel Svoboda,807416099.0,Start,
275,Czech Republic,Petr Fiala,807420515.0,Start,
276,Czech Republic,Vladimír Špidla,807462107.0,C,
277,Salvadoran,Timoteo Menéndez,566504165.0,Stub,
278,Salvadoran,Joaquín Escolán y Balibrera,679294949.0,Stub,
279,Salvadoran,Fermín Palacios,705353491.0,Stub,
280,Salvadoran,Eugenio Aguilar,705353565.0,Stub,
281,Salvadoran,Tomás Medina,705353584.0,Stub,
282,Salvadoran,Ramón Rodríguez (Salvadoran politician),705353647.0,Stub,
283,Salvadoran,Vicente Gómez,705353678.0,Stub,
284,Salvadoran,Lorenzo Zepeda,705353843.0,Stub,
285,Salvadoran,José María Peralta,705353896.0,Stub,
286,Salvadoran,Francisco Menéndez,705353975.0,Stub,
287,Salvadoran,Pedro José Escalón,705354095.0,Stub,
288,Salvadoran,Fernando Figueroa,705354112.0,Stub,
289,Salvadoran,Carlos Meléndez (politician),705354212.0,Stub,
290,Salvadoran,Fabio Castillo Figueroa,705385310.0,Stub,
291,Salvadoran,Ricardo Montenegro,706769596.0,Stub,
292,Salvadoran,Rafael Campo,707399758.0,Start,
293,Salvadoran,Miguel Santín del Castillo,707400213.0,Stub,
294,Salvadoran,Osmín Aguirre y Salinas,707403482.0,Stub,
295,Salvadoran,Eusebio Rodolfo Cordón Cea,707404888.0,Stub,
296,Salvadoran,Juan José Guzmán,707519272.0,Stub,
297,Salvadoran,Juan José Cañas,708089470.0,Stub,
298,Salvadoran,José Gregorio Salazar,710543364.0,Start,
299,Salvadoran,Diego Vigil Cocaña,710555824.0,Start,
300,Salvadoran,Nicolás Espinoza,710578840.0,Start,
301,Salvadoran,Pedro Barriere,710677703.0,Start,
302,Salvadoran,Joaquín de San Martín,710828020.0,Start,
303,Salvadoran,José Félix Quirós,714256648.0,Stub,
304,Salvadoran,Edgardo Carlos Suárez Mallagray,717903674.0,Stub,
305,Salvadoran,Aníbal Portillo,720419598.0,Stub,
306,Salvadoran,José Francisco Valiente,720478176.0,Stub,
307,Salvadoran,Diego de Holguín,720623176.0,Stub,
308,Salvadoran,Sigfrido Reyes Morales,720633452.0,Start,
309,Salvadoran,Manuel Enrique Araujo,723277343.0,Start,
310,Salvadoran,Joaquín Eufrasio Guzmán,730854147.0,Stub,
311,Salvadoran,Francisco Malespín,730864227.0,Stub,
312,Salvadoran,Rodrigo Ávila,733791467.0,Start,
313,Salvadoran,Mario Aguiñada Carranza,736491718.0,Start,
314,Salvadoran,David Rodríguez Rivera,738362225.0,Start,
315,Salvadoran,Carlos Ezeta,741190933.0,Stub,
316,Salvadoran,Andrés Ignacio Menéndez,742279612.0,Stub,
317,Salvadoran,Gerardo Barrios,743252984.0,Start,
318,Salvadoran,Rubén Zamora,748418081.0,Start,
319,Salvadoran,Antonio José Cañas,749973666.0,Start,
320,Salvadoran,José Atilio Benítez Parada,749976455.0,Stub,
321,Salvadoran,Violeta Menjívar,757618572.0,Start,
322,Salvadoran,Santiago González (politician),757977772.0,Stub,
323,Salvadoran,Rosa Amelia Guzmán,758287489.0,Start,
324,Salvadoran,Gloria Salguero Gross,758288293.0,C,
325,Salvadoran,David Joaquín Guzmán,765528693.0,Start,
326,Salvadoran,Francisco Gómez (El Salvador President),766757526.0,Start,
327,Salvadoran,Francisco Dueñas,769575358.0,Stub,
328,Salvadoran,Rafael Zaldívar,770682721.0,Start,
329,Salvadoran,Óscar Ortiz (El Salvador),774857245.0,Stub,
330,Salvadoran,José Damián Villacorta,777601256.0,Start,
331,Salvadoran,José Escolástico Marín,777602660.0,Stub,
332,Salvadoran,José María Cornejo,777612972.0,Start,
333,Salvadoran,José María Peralta Lagos,777613551.0,Stub,
334,Salvadoran,José María San Martín,777613737.0,Start,
335,Salvadoran,José María Silva,777613786.0,Start,
336,Salvadoran,Juan Manuel Rodríguez,777685186.0,Start,
337,Salvadoran,Juan Vicente Villacorta Díaz,777698313.0,Start,
338,Salvadoran,Juan José Daboub,778564487.0,C,
339,Salvadoran,José Arturo Vásquez Machado,779894617.0,Stub,
340,Salvadoran,Andrés del Valle,779931580.0,Start,
341,Salvadoran,Lilian Mercedes Letona,780552804.0,Start,
342,Salvadoran,Carlos Quintanilla Schmidt,780701356.0,Stub,
343,Salvadoran,Enrique Álvarez Córdova,781102914.0,Stub,
344,Salvadoran,Arturo Araujo,782520448.0,Stub,
345,Salvadoran,Rubén Alonso Rosales,782652818.0,Start,
346,Salvadoran,Mariano Prado,783472679.0,Start,
347,Salvadoran,Pío Romero Bosque,784506431.0,Stub,
348,Salvadoran,Alfonso Quiñónez Molina,785229840.0,Stub,
349,Salvadoran,Jorge Meléndez,786063735.0,Stub,
350,Salvadoran,Carmen Elena Figueroa,786068145.0,Stub,
351,Salvadoran,Felipe Codallos,786492357.0,Stub,
352,Salvadoran,Tomás Regalado (Salvadoran politician),786492366.0,Stub,
353,Salvadoran,Doroteo Vasconcelos,788264133.0,GA,
354,Salvadoran,Alfredo Cristiani,788447923.0,C,
355,Salvadoran,Óscar Osorio,791821555.0,Start,
356,Salvadoran,Lourdes Rodríguez de Flores,791907279.0,Stub,
357,Salvadoran,Álvaro Magaña,791907345.0,Stub,
358,Salvadoran,Salvador Castaneda Castro,791911972.0,B,
359,Salvadoran,Julio Adalberto Rivera Carballo,792385744.0,Start,
360,Salvadoran,Carlos Salazar Castro,793184472.0,Start,
361,Salvadoran,Maximiliano Hernández Martínez,793642670.0,C,
362,Salvadoran,Reynaldo Galindo Pohl,794052085.0,Stub,
363,Salvadoran,Ciro Cruz Zepeda,794459622.0,Start,
364,Salvadoran,Ana Ligia Mixco Sol de Saca,794561394.0,Start,
365,Salvadoran,Carlos Humberto Romero,794988963.0,Start,
366,Salvadoran,Ana María,795573859.0,Start,
367,Salvadoran,Arturo Armando Molina,796131598.0,Stub,
368,Salvadoran,Carlos Eugenio Vides Casanova,797151261.0,C,
369,Salvadoran,Miguel Álvarez Castro,798306895.0,Stub,
370,Salvadoran,José Guillermo García,798460321.0,Start,
371,Salvadoran,Marisol Argueta de Barillas,798896224.0,Start,
372,Salvadoran,René Emilio Ponce,799918049.0,Stub,
373,Salvadoran,Guillermo Ungo,800478736.0,Stub,
374,Salvadoran,Antonio Saca,802075785.0,C,
375,Salvadoran,Hugo Lindo,802944082.0,Start,
376,Salvadoran,Schafik Handal,803674894.0,Start,
377,Salvadoran,Ana Vilma de Escobar,803927035.0,C,
378,Salvadoran,Juan Lindo,804134156.0,Start,
379,Salvadoran,Mauricio Funes,804528819.0,GA,
380,Salvadoran,Vice President of El Salvador,804538892.0,Start,
381,Salvadoran,Francisco Flores Pérez,804606321.0,C,
382,Salvadoran,José Napoleón Duarte,804809409.0,C,
383,Salvadoran,Armando Calderón Sol,804991452.0,Start,
384,Salvadoran,Fidel Sánchez Hernández,805353238.0,Start,
385,Salvadoran,Rafael Antonio Gutiérrez,805474907.0,Start,
386,Salvadoran,Irma Dimas,806010405.0,Start,
387,Salvadoran,Manuel José Arce,806057984.0,Start,
388,Salvadoran,President of El Salvador,806101149.0,Stub,
389,Salvadoran,José Matías Delgado,806731535.0,C,
390,Salvadoran,Vanda Pignato,806958982.0,B,
391,Salvadoran,José María Lemus,807175924.0,Stub,
392,Salvadoran,Salvador Sánchez Cerén,807210786.0,C,
393,Rhodesian,Gervas Clay,574571582.0,Stub,
394,Rhodesian,Harry Davies (politician),669387487.0,Start,
395,Rhodesian,William Fairbridge,682576258.0,Start,
396,Rhodesian,Washington Malianga,711506001.0,Stub,
397,Rhodesian,Ronald Snapper,712233907.0,Stub,
398,Rhodesian,Gerald B. Clarke,747497059.0,Stub,
399,Rhodesian,Francis Chaplin,763530115.0,Stub,
400,Rhodesian,Roger Hawkins (politician),763533706.0,Start,
401,Rhodesian,George Mitchell (Rhodesia),763540238.0,Stub,
402,Rhodesian,John Landau,763870152.0,Stub,
403,Rhodesian,Byron Hove,763951988.0,Start,
404,Rhodesian,Hilary Squires,766847256.0,Stub,
405,Rhodesian,Cecil Dennistoun Burney,774837666.0,Stub,
406,Rhodesian,Mark Partridge,780260926.0,Stub,
407,Rhodesian,Prime Minister of Rhodesia,782602484.0,Start,
408,Rhodesian,Leo Cardwell Ross,783150296.0,Start,
409,Rhodesian,Josiah Gondo,783150589.0,C,
410,Rhodesian,Dunduzu Chisiza,783301534.0,B,
411,Rhodesian,Allan Ross Welsh,784562559.0,C,
412,Rhodesian,John Moore Caldicott,784757829.0,Start,
413,Rhodesian,John Ralph Beaumont,784758963.0,Start,
414,Rhodesian,Leonard Ray Morgan,784769027.0,Start,
415,Rhodesian,Raleigh Grey,784826325.0,Start,
416,Rhodesian,Robert Clarkson Tredgold,784830601.0,Start,
417,Rhodesian,Robert James Hudson,784831407.0,B,
418,Rhodesian,William Harper (Rhodesian politician),784870217.0,FA,
419,Rhodesian,Rowan Cronjé,784974615.0,GA,
420,Rhodesian,Edgar Whitehead,786601705.0,Start,
421,Rhodesian,Henry Hamilton Beamish,786659504.0,Start,
422,Rhodesian,Lionel Cripps,787105083.0,Start,
423,Rhodesian,A. R. Colquhoun,787147677.0,Start,
424,Rhodesian,John McChlery,787854502.0,Stub,
425,Rhodesian,Jeremiah Chirau,789545107.0,Stub,
426,Rhodesian,Winston Field,789689591.0,C,
427,Rhodesian,Howard Unwin Moffat,790010191.0,Start,
428,Rhodesian,Ken Flower,794528943.0,Start,
429,Rhodesian,Andrew Skeen (Rhodesia),795348776.0,Stub,
430,Rhodesian,Hugh Beadle,795369277.0,FA,
431,Rhodesian,Hugh Marshall Hole,795483112.0,Start,
432,Rhodesian,Roy Welensky,797314307.0,FA,
433,Rhodesian,Abel Muzorewa,797407618.0,C,
434,Rhodesian,Signatories of Rhodesia's Unilateral Declaration of Independence,797546082.0,Start,
435,Rhodesian,Jack Howman,798384751.0,Stub,
436,Rhodesian,Ethel Tawse Jollie,798492985.0,Start,
437,Rhodesian,Alan David Butler,799332728.0,Start,
438,Rhodesian,Jack William Pithey,799548505.0,Start,
439,Rhodesian,President of Rhodesia,799548556.0,C,
440,Rhodesian,Denis Walker,799608339.0,C,
441,Rhodesian,James Cowden,800407772.0,Stub,
442,Rhodesian,Herbert Chitepo,800416336.0,C,
443,Rhodesian,Thomas Nangle,800479460.0,Start,
444,Rhodesian,Timothy Stamps,800986051.0,C,
445,Rhodesian,Sam Levy,801716406.0,Start,
446,Rhodesian,Humphrey Gibbs,801718040.0,C,
447,Rhodesian,P. K. van der Byl,801795215.0,FA,
448,Rhodesian,Clifford Dupont,801876681.0,C,
449,Rhodesian,Lance Smith (politician),802151785.0,GA,
450,Rhodesian,Desmond Lardner-Burke,802930161.0,B,
451,Rhodesian,John Bredenkamp,803620246.0,C,
452,Rhodesian,Frank Rhodes (British Army officer),804040348.0,Start,
453,Rhodesian,Ernest Lucas Guest,804101492.0,FA,
454,Rhodesian,Godfrey Chidyausiku,804650400.0,Start,
455,Rhodesian,Richard Hope Hall,804743937.0,GA,
456,Rhodesian,Crosaire,804806363.0,Start,
457,Rhodesian,Gaston Thornicroft,804877226.0,Start,
458,Rhodesian,"James Graham, 7th Duke of Montrose",805372073.0,C,
459,Rhodesian,Ahrn Palley,805960143.0,C,
460,Rhodesian,Allan Savory,806153816.0,GA,
461,Rhodesian,Ian Smith,806532780.0,FA,
462,Rhodesian,Garfield Todd,807097467.0,C,
463,Rhodesian,Douglas Hamilton Ritchie,807159903.0,C,
464,Rhodesian,Godfrey Huggins,807160082.0,C,
465,Rhodesian,George Hackwill,807283218.0,C,
466,Rhodesian,Henry Everard,807425613.0,Start,
467,Rhodesian,John Wrathall,807425747.0,C,
468,"Congo, Dem. Rep. of",Mavua Mudima,592289232.0,Stub,
469,"Congo, Dem. Rep. of",List of provincial governors of the Democratic Republic of the Congo,663088604.0,Stub,
470,"Congo, Dem. Rep. of",Eugène Diomi Ndongala Nzomambu,705390654.0,Stub,
471,"Congo, Dem. Rep. of",Théophile Mbemba Fundu,705707214.0,Stub,
472,"Congo, Dem. Rep. of",Ntumba Luaba,705723187.0,Stub,
473,"Congo, Dem. Rep. of",Myra Ndjoku Manianga,705723441.0,Stub,
474,"Congo, Dem. Rep. of",André-Philippe Futa,708009445.0,Start,
475,"Congo, Dem. Rep. of",Gérard Gifuza,708358969.0,Stub,
476,"Congo, Dem. Rep. of",Koloso Sumaili,708359204.0,Stub,
